"module","size","p-val","Bonf","nInTerm","ont","termName"
"grey",1049,0.0031,1,56,"BP","cellular protein-containing complex asse"
"grey",1049,0.0032,1,18,"BP","establishment of planar polarity"
"grey",1049,0.0032,1,18,"BP","establishment of tissue polarity"
"grey",1049,0.0032,1,31,"BP","ribonucleotide metabolic process"
"grey",1049,0.0032,1,17,"BP","neuroblast proliferation"
"grey",1049,0.0032,1,5,"BP","peptidyl-lysine trimethylation"
"grey",1049,0.0033,1,79,"BP","germ cell development"
"grey",1049,0.0034,1,26,"MF","protein serine/threonine kinase activity"
"grey",1049,0.0036,1,15,"MF","GTPase activator activity"
"grey",1049,0.0036,1,45,"BP","cell death"
"grey",1049,0.0036,1,39,"MF","enzyme regulator activity"
"grey",1049,0.0036,1,43,"BP","imaginal disc-derived appendage developm"
"grey",1049,0.0036,1,26,"BP","regulation of synapse structure or activ"
"grey",1049,0.0038,1,39,"BP","compound eye morphogenesis"
"grey",1049,0.0039,1,9,"BP","negative regulation of stem cell prolife"
"grey",1049,0.0039,1,18,"BP","regulation of cell size"
"grey",1049,0.004,1,80,"BP","tube development"
"grey",1049,0.004,1,62,"BP","oxidation-reduction process"
"grey",1049,0.004,1,74,"BP","female gamete generation"
"grey",1049,0.0041,1,75,"BP","cell projection organization"
"grey",1049,0.0042,1,21,"BP","Golgi vesicle transport"
"grey",1049,0.0042,1,21,"BP","oocyte development"
"grey",1049,0.0042,1,25,"BP","synapse assembly"
"grey",1049,0.0043,1,27,"BP","regulation of apoptotic process"
"grey",1049,0.0043,1,41,"BP","post-embryonic appendage morphogenesis"
"grey",1049,0.0043,1,66,"BP","imaginal disc development"
"grey",1049,0.0045,1,228,"BP","nucleobase-containing compound metabolic"
"grey",1049,0.0045,1,8,"BP","segment specification"
"grey",1049,0.0045,1,8,"BP","regulation of macroautophagy"
"grey",1049,0.0045,1,14,"CC","neuromuscular junction"
"grey",1049,0.0046,1,27,"BP","axis specification"
"grey",1049,0.0046,1,10,"BP","apical junction assembly"
"grey",1049,0.0046,1,5,"BP","lipid droplet organization"
"grey",1049,0.0046,1,5,"BP","regulation of histone acetylation"
"grey",1049,0.0046,1,5,"BP","regulation of oviposition"
"grey",1049,0.0046,1,5,"BP","nonassociative learning"
"grey",1049,0.0046,1,5,"MF","NADH dehydrogenase (ubiquinone) activity"
"grey",1049,0.0046,1,5,"MF","TBP-class protein binding"
"grey",1049,0.0047,1,4,"BP","regulation of post-mating oviposition"
"grey",1049,0.0047,1,4,"CC","BLOC-1 complex"
"grey",1049,0.0048,1,23,"BP","regulation of synapse organization"
"grey",1049,0.0049,1,73,"CC","cytosol"
"grey",1049,0.0049,1,55,"BP","epithelial tube morphogenesis"
"grey",1049,0.0049,1,25,"CC","nuclear chromatin"
"grey",1049,0.0049,1,28,"MF","GTPase binding"
"grey",1049,0.005,1,7,"BP","negative regulation of autophagy"
"grey",1049,0.005,1,7,"BP","histone H3-K4 methylation"
"grey",1049,0.005,1,7,"CC","cytochrome complex"
"grey",1049,0.005,1,16,"BP","cell fate specification"
"grey",1049,0.005,1,16,"MF","kinase binding"
"grey",1049,0.005,1,19,"BP","oocyte axis specification"
"grey",1049,0.0052,1,11,"BP","cortical actin cytoskeleton organization"
"grey",1049,0.0052,1,38,"BP","synapse organization"
"grey",1049,0.0053,1,91,"CC","nuclear lumen"
"grey",1049,0.0054,1,63,"BP","instar larval or pupal development"
"grey",1049,0.0054,1,3,"BP","dorsal closure, leading edge cell differ"
"grey",1049,0.0054,1,3,"BP","sensory neuron axon guidance"
"grey",1049,0.0054,1,3,"CC","CCR4-NOT core complex"
"grey",1049,0.0054,1,10,"BP","positive regulation of protein catabolic"
"grey",1049,0.0055,1,8,"BP","negative regulation of neuroblast prolif"
"grey",1049,0.0055,1,8,"CC","P-body"
"grey",1049,0.0056,1,9,"BP","ATP biosynthetic process"
"grey",1049,0.0057,1,25,"CC","cell cortex"
"grey",1049,0.006,1,11,"BP","positive regulation of cytoskeleton orga"
"grey",1049,0.0062,1,16,"BP","regulation of actin cytoskeleton organiz"
"grey",1049,0.0062,1,7,"BP","regulation of cell fate specification"
"grey",1049,0.0062,1,7,"CC","clathrin-coated vesicle"
"grey",1049,0.0063,1,30,"BP","secretion by cell"
"grey",1049,0.0064,1,13,"BP","cellular response to insulin stimulus"
"grey",1049,0.0064,1,13,"CC","late endosome"
"grey",1049,0.0065,1,5,"BP","ecdysone-mediated induction of salivary "
"grey",1049,0.0065,1,5,"CC","AP-type membrane coat adaptor complex"
"grey",1049,0.0066,1,217,"BP","gene expression"
"grey",1049,0.0066,1,8,"BP","negative regulation of smoothened signal"
"grey",1049,0.0067,1,6,"BP","establishment of mitotic spindle orienta"
"grey",1049,0.0067,1,6,"BP","establishment of blood-brain barrier"
"grey",1049,0.0069,1,11,"BP","cell-cell junction assembly"
"grey",1049,0.007,1,28,"BP","photoreceptor cell differentiation"
"grey",1049,0.007,1,41,"BP","imaginal disc-derived appendage morphoge"
"grey",1049,0.0073,1,4,"BP","germ-band extension"
"grey",1049,0.0073,1,4,"BP","post-mating behavior"
"grey",1049,0.0073,1,4,"BP","Golgi vesicle budding"
"grey",1049,0.0073,1,4,"BP","morphogenesis of an epithelial fold"
"grey",1049,0.0073,1,4,"CC","CCR4-NOT complex"
"grey",1049,0.0073,1,4,"CC","trans-Golgi network transport vesicle"
"grey",1049,0.0073,1,4,"MF","histone methyltransferase activity (H3-K"
"grey",1049,0.0073,1,2,"BP","regulation of glycolytic process"
"grey",1049,0.0073,1,2,"BP","monoubiquitinated histone H2A deubiquiti"
"grey",1049,0.0073,1,2,"BP","negative regulation of epithelial cell p"
"grey",1049,0.0073,1,2,"BP","positive regulation of histone H3-K9 tri"
"grey",1049,0.0073,1,2,"BP","semaphorin-plexin signaling pathway invo"
"grey",1049,0.0073,1,2,"BP","semaphorin-plexin signaling pathway invo"
"grey",1049,0.0073,1,2,"BP","negative regulation of sodium ion transm"
"grey",1049,0.0073,1,2,"CC","semaphorin receptor complex"
"grey",1049,0.0073,1,2,"CC","PR-DUB complex"
"grey",1049,0.0073,1,2,"CC","BORC complex"
"grey",1049,0.0073,1,2,"MF","glyceraldehyde-3-phosphate dehydrogenase"
"grey",1049,0.0073,1,2,"MF","MAP kinase kinase kinase kinase activity"
"grey",1049,0.0073,1,2,"MF","semaphorin receptor activity"
"grey",1049,0.0073,1,2,"MF","SAM domain binding"
"grey",1049,0.0073,1,2,"MF","peptidyl-cysteine S-nitrosylase activity"
"grey",1049,0.0073,1,2,"MF","phosphatidylinositol 3-kinase catalytic "
"grey",1049,0.0073,1,2,"MF","RNA polymerase II sequence-specific DNA-"
"grey",1049,0.0074,1,10,"BP","positive regulation of cell migration"
"grey",1049,0.0076,1,16,"BP","regulation of actin filament-based proce"
"grey",1049,0.0077,1,22,"CC","apical part of cell"
"grey",1049,0.0078,1,9,"MF","myosin binding"
"grey",1049,0.0079,1,15,"BP","regulation of protein kinase activity"
"grey",1049,0.008,1,31,"BP","segmentation"
"grey",1049,0.008,1,8,"CC","cleavage furrow"
"grey",1049,0.0081,1,14,"BP","regulation of cell growth"
"grey",1049,0.0081,1,35,"BP","nucleotide metabolic process"
"grey",1049,0.0081,1,27,"MF","chromatin binding"
"grey",1049,0.0081,1,177,"BP","RNA metabolic process"
"grey",1049,0.0081,1,41,"BP","appendage morphogenesis"
"grey",1049,0.0083,1,34,"CC","nuclear chromosome"
"grey",1049,0.0083,1,39,"BP","eye morphogenesis"
"grey",1049,0.0084,1,40,"BP","positive regulation of transcription by "
"grey",1049,0.0086,1,10,"BP","Rho protein signal transduction"
"grey",1049,0.0086,1,6,"MF","signal sequence binding"
"grey",1049,0.0088,1,20,"MF","enzyme activator activity"
"grey",1049,0.0088,1,5,"BP","positive regulation of mitotic nuclear d"
"grey",1049,0.0088,1,5,"BP","negative regulation of Ras protein signa"
"grey",1049,0.0088,1,5,"MF","intramolecular transferase activity"
"grey",1049,0.009,1,14,"MF","guanyl-nucleotide exchange factor activi"
"grey",1049,0.0091,1,28,"BP","protein localization to organelle"
"grey",1049,0.0091,1,13,"BP","positive regulation of neuron differenti"
"grey",1049,0.0092,1,9,"BP","imaginal disc-derived wing vein morphoge"
"grey",1049,0.0094,1,7,"BP","intestinal stem cell homeostasis"
"grey",1049,0.0094,1,7,"BP","establishment of mitotic spindle localiz"
"grey",1049,0.0094,1,7,"BP","positive regulation of proteolysis invol"
"grey",1049,0.0095,1,35,"BP","nucleoside phosphate metabolic process"
"grey",1049,0.0099,1,10,"BP","positive regulation of kinase activity"
"lightcyan",82,1.1e-09,9.4e-06,17,"BP","chromatin organization"
"lightcyan",82,3.3e-09,2.8e-05,44,"BP","cellular component organization"
"lightcyan",82,1.8e-08,0.00016,39,"BP","multicellular organism development"
"lightcyan",82,2.9e-08,0.00025,19,"BP","chromosome organization"
"lightcyan",82,3.2e-08,0.00027,33,"BP","organelle organization"
"lightcyan",82,8.5e-08,0.00072,11,"BP","histone modification"
"lightcyan",82,1.7e-07,0.0015,28,"BP","cell development"
"lightcyan",82,2.1e-07,0.0018,40,"BP","anatomical structure development"
"lightcyan",82,2.4e-07,0.002,34,"BP","regulation of metabolic process"
"lightcyan",82,2.6e-07,0.0022,20,"BP","neuron differentiation"
"lightcyan",82,3.4e-07,0.0029,18,"BP","neuron development"
"lightcyan",82,4.2e-07,0.0036,30,"BP","cell differentiation"
"lightcyan",82,5.6e-07,0.0048,40,"BP","developmental process"
"lightcyan",82,1.6e-06,0.013,10,"CC","polytene chromosome"
"lightcyan",82,1.9e-06,0.016,27,"BP","regulation of gene expression"
"lightcyan",82,1.9e-06,0.016,20,"BP","generation of neurons"
"lightcyan",82,3.3e-06,0.028,36,"CC","nucleus"
"lightcyan",82,3.5e-06,0.03,30,"BP","regulation of cellular metabolic process"
"lightcyan",82,3.9e-06,0.033,20,"BP","neurogenesis"
"lightcyan",82,4e-06,0.034,14,"CC","nucleoplasm"
"lightcyan",82,6.4e-06,0.054,16,"BP","post-embryonic development"
"lightcyan",82,8.4e-06,0.071,67,"BP","cellular process"
"lightcyan",82,9.5e-06,0.08,33,"MF","protein binding"
"lightcyan",82,1e-05,0.089,14,"BP","cell morphogenesis involved in different"
"lightcyan",82,1e-05,0.089,26,"BP","anatomical structure morphogenesis"
"lightcyan",82,1.3e-05,0.11,53,"BP","cellular metabolic process"
"lightcyan",82,1.7e-05,0.14,13,"BP","cell morphogenesis involved in neuron di"
"lightcyan",82,1.7e-05,0.15,7,"BP","chromatin remodeling"
"lightcyan",82,1.8e-05,0.15,13,"BP","neuron projection morphogenesis"
"lightcyan",82,1.9e-05,0.16,22,"BP","cellular protein modification process"
"lightcyan",82,2.1e-05,0.17,15,"BP","oogenesis"
"lightcyan",82,2.2e-05,0.18,18,"CC","nuclear lumen"
"lightcyan",82,2.2e-05,0.19,21,"BP","nervous system development"
"lightcyan",82,2.5e-05,0.21,22,"BP","animal organ development"
"lightcyan",82,2.7e-05,0.23,51,"BP","nitrogen compound metabolic process"
"lightcyan",82,3.1e-05,0.27,14,"BP","instar larval or pupal development"
"lightcyan",82,3.1e-05,0.27,16,"BP","germ cell development"
"lightcyan",82,3.6e-05,0.31,10,"CC","chromatin"
"lightcyan",82,3.7e-05,0.31,13,"BP","neuron projection development"
"lightcyan",82,4.4e-05,0.38,3,"MF","histone demethylase activity"
"lightcyan",82,4.6e-05,0.39,14,"CC","chromosome"
"lightcyan",82,4.8e-05,0.41,9,"BP","segmentation"
"lightcyan",82,4.9e-05,0.42,15,"BP","locomotion"
"lightcyan",82,5.5e-05,0.46,14,"BP","cell morphogenesis"
"lightcyan",82,5.5e-05,0.46,10,"BP","chemotaxis"
"lightcyan",82,5.5e-05,0.47,15,"BP","female gamete generation"
"lightcyan",82,6.8e-05,0.58,8,"BP","regulation of gene expression, epigeneti"
"lightcyan",82,8.5e-05,0.72,6,"BP","stem cell population maintenance"
"lightcyan",82,8.8e-05,0.75,8,"BP","gene silencing"
"lightcyan",82,8.9e-05,0.76,31,"BP","gene expression"
"lightcyan",82,1e-04,0.85,6,"BP","hemopoiesis"
"lightcyan",82,1e-04,0.88,3,"MF","demethylase activity"
"lightcyan",82,0.00012,0.99,8,"BP","posttranscriptional regulation of gene e"
"lightcyan",82,0.00012,1,14,"BP","negative regulation of gene expression"
"lightcyan",82,0.00013,1,32,"BP","biosynthetic process"
"lightcyan",82,0.00013,1,3,"CC","polytene chromosome band"
"lightcyan",82,0.00014,1,17,"BP","gamete generation"
"lightcyan",82,0.00014,1,18,"BP","epithelium development"
"lightcyan",82,0.00014,1,19,"BP","tissue development"
"lightcyan",82,0.00015,1,6,"BP","imaginal disc pattern formation"
"lightcyan",82,0.00015,1,8,"BP","embryonic pattern specification"
"lightcyan",82,0.00015,1,12,"BP","sensory organ development"
"lightcyan",82,0.00015,1,6,"BP","regulation of chromatin organization"
"lightcyan",82,0.00016,1,10,"BP","axonogenesis"
"lightcyan",82,0.00018,1,6,"BP","chromatin silencing"
"lightcyan",82,0.00018,1,9,"BP","axon guidance"
"lightcyan",82,0.00018,1,33,"CC","protein-containing complex"
"lightcyan",82,0.00019,1,8,"BP","cellular response to DNA damage stimulus"
"lightcyan",82,0.00021,1,10,"BP","axon development"
"lightcyan",82,0.00022,1,4,"CC","polytene chromosome interband"
"lightcyan",82,0.00025,1,5,"BP","wing disc pattern formation"
"lightcyan",82,0.00025,1,14,"BP","cell projection organization"
"lightcyan",82,0.00025,1,10,"BP","taxis"
"lightcyan",82,0.00035,1,24,"MF","nucleic acid binding"
"lightcyan",82,4e-04,1,3,"BP","cellular response to ecdysone"
"lightcyan",82,0.00046,1,3,"BP","germ-band shortening"
"lightcyan",82,0.00048,1,4,"BP","histone lysine methylation"
"lightcyan",82,5e-04,1,10,"BP","eye development"
"lightcyan",82,0.00054,1,7,"BP","blastoderm segmentation"
"lightcyan",82,0.00055,1,8,"BP","immune response"
"lightcyan",82,0.00075,1,4,"BP","regulation of cellular protein localizat"
"lightcyan",82,0.00079,1,3,"BP","regulation of histone methylation"
"lightcyan",82,0.00079,1,2,"BP","regulation of histone H3-K27 methylation"
"lightcyan",82,8e-04,1,9,"BP","cell motility"
"lightcyan",82,0.00085,1,4,"CC","histone methyltransferase complex"
"lightcyan",82,0.00091,1,9,"BP","defense response"
"lightcyan",82,0.001,1,18,"BP","reproductive process"
"lightcyan",82,0.0011,1,11,"BP","pattern specification process"
"lightcyan",82,0.0011,1,4,"MF","histone binding"
"lightcyan",82,0.0011,1,2,"BP","central nervous system neuron axonogenes"
"lightcyan",82,0.0011,1,3,"BP","centriole replication"
"lightcyan",82,0.0011,1,6,"BP","regulation of chromosome organization"
"lightcyan",82,0.0012,1,4,"BP","histone methylation"
"lightcyan",82,0.0012,1,15,"MF","DNA binding"
"lightcyan",82,0.0012,1,17,"BP","multicellular organism reproduction"
"lightcyan",82,0.0012,1,3,"BP","centriole assembly"
"lightcyan",82,0.0013,1,20,"BP","signal transduction"
"lightcyan",82,0.0014,1,3,"BP","positive regulation of smoothened signal"
"lightcyan",82,0.0015,1,3,"BP","cellular response to hypoxia"
"lightcyan",82,0.0016,1,28,"BP","protein metabolic process"
"lightcyan",82,0.0016,1,8,"BP","cell migration"
"lightcyan",82,0.0016,1,18,"BP","reproduction"
"lightcyan",82,0.0017,1,17,"BP","regulation of transcription, DNA-templat"
"lightcyan",82,0.0018,1,3,"CC","P-body"
"lightcyan",82,0.0018,1,9,"BP","negative regulation of transcription, DN"
"lightcyan",82,0.0018,1,10,"BP","metamorphosis"
"lightcyan",82,0.0019,1,8,"BP","ovarian follicle cell development"
"lightcyan",82,0.0019,1,22,"BP","cell communication"
"lightcyan",82,0.0019,1,2,"BP","histone demethylation"
"lightcyan",82,0.0019,1,2,"BP","central nervous system neuron developmen"
"lightcyan",82,0.0019,1,2,"BP","histone H3-K27 methylation"
"lightcyan",82,0.0019,1,2,"MF","nuclear hormone receptor binding"
"lightcyan",82,0.0019,1,5,"BP","cellular response to hormone stimulus"
"lightcyan",82,0.0019,1,8,"BP","eye morphogenesis"
"lightcyan",82,0.0019,1,4,"BP","long-term memory"
"lightcyan",82,0.0019,1,5,"BP","oocyte construction"
"lightcyan",82,0.002,1,6,"BP","anterior/posterior pattern specification"
"lightcyan",82,0.0021,1,47,"CC","intracellular organelle"
"lightcyan",82,0.0022,1,4,"CC","histone acetyltransferase complex"
"lightcyan",82,0.0023,1,5,"BP","response to alcohol"
"lightcyan",82,0.0023,1,2,"BP","protein demethylation"
"lightcyan",82,0.0023,1,2,"BP","sex comb development"
"lightcyan",82,0.0023,1,2,"CC","histone locus body"
"lightcyan",82,0.0023,1,4,"BP","protein methylation"
"lightcyan",82,0.0025,1,3,"CC","nuclear membrane"
"lightcyan",82,0.0026,1,4,"BP","centrosome cycle"
"lightcyan",82,0.0026,1,11,"BP","imaginal disc development"
"lightcyan",82,0.0027,1,13,"BP","animal organ morphogenesis"
"lightcyan",82,0.0027,1,4,"BP","histone acetylation"
"lightcyan",82,0.0027,1,28,"BP","nucleobase-containing compound metabolic"
"lightcyan",82,0.0028,1,17,"BP","transcription, DNA-templated"
"lightcyan",82,0.0028,1,4,"BP","peptidyl-lysine acetylation"
"lightcyan",82,0.0028,1,2,"BP","convergent extension"
"lightcyan",82,0.0028,1,2,"CC","phosphatidylinositol 3-kinase complex"
"lightcyan",82,0.0028,1,2,"CC","MLL3/4 complex"
"lightcyan",82,0.0029,1,3,"BP","centrosome duplication"
"lightcyan",82,0.0029,1,5,"BP","oocyte development"
"lightcyan",82,0.0031,1,5,"BP","regulation of translation"
"lightcyan",82,0.0032,1,23,"BP","RNA metabolic process"
"lightcyan",82,0.0032,1,4,"CC","protein acetyltransferase complex"
"lightcyan",82,0.0034,1,4,"BP","microtubule organizing center organizati"
"lightcyan",82,0.0034,1,2,"BP","ecdysone receptor-mediated signaling pat"
"lightcyan",82,0.0034,1,2,"BP","synaptonemal complex organization"
"lightcyan",82,0.0036,1,11,"BP","morphogenesis of an epithelium"
"lightcyan",82,0.0036,1,8,"BP","epithelial cell development"
"lightcyan",82,0.0037,1,4,"BP","protein acetylation"
"lightcyan",82,0.0041,1,3,"BP","TORC1 signaling"
"lightcyan",82,0.0042,1,8,"BP","cell death"
"lightcyan",82,0.0042,1,5,"BP","regulation of cell projection organizati"
"lightcyan",82,0.0043,1,17,"BP","regulation of RNA metabolic process"
"lightcyan",82,0.0043,1,10,"BP","response to organic substance"
"lightcyan",82,0.0046,1,2,"BP","mucosal immune response"
"lightcyan",82,0.0046,1,2,"BP","cytoplasmic mRNA processing body assembl"
"lightcyan",82,0.0046,1,2,"BP","regulation of protein localization to me"
"lightcyan",82,0.0046,1,3,"BP","apoptotic signaling pathway"
"lightcyan",82,0.0047,1,4,"BP","double-strand break repair"
"lightcyan",82,0.0048,1,5,"BP","response to hormone"
"lightcyan",82,0.0049,1,3,"BP","response to ecdysone"
"lightcyan",82,0.0051,1,12,"BP","regulation of signal transduction"
"lightcyan",82,0.0052,1,11,"BP","cell surface receptor signaling pathway"
"lightcyan",82,0.0052,1,3,"BP","periodic partitioning"
"lightcyan",82,0.0052,1,3,"MF","histone acetyltransferase activity"
"lightcyan",82,0.0053,1,2,"BP","male germ-line stem cell population main"
"lightcyan",82,0.0053,1,2,"BP","steroid hormone mediated signaling pathw"
"lightcyan",82,0.0053,1,2,"CC","pericentric heterochromatin"
"lightcyan",82,0.0055,1,3,"BP","positive regulation of protein kinase ac"
"lightcyan",82,0.0056,1,5,"BP","oocyte differentiation"
"lightcyan",82,0.0058,1,5,"BP","larval development"
"lightcyan",82,0.0059,1,8,"BP","wing disc development"
"lightcyan",82,0.006,1,2,"BP","negative regulation of innate immune res"
"lightcyan",82,0.006,1,2,"BP","axon extension involved in axon guidance"
"lightcyan",82,0.0062,1,3,"BP","positive regulation of kinase activity"
"lightcyan",82,0.0062,1,3,"BP","wing disc dorsal/ventral pattern formati"
"lightcyan",82,0.0064,1,5,"BP","dendrite morphogenesis"
"lightcyan",82,0.0065,1,3,"CC","heterochromatin"
"lightcyan",82,0.0065,1,3,"MF","chromatin DNA binding"
"lightcyan",82,0.0068,1,2,"BP","intrinsic apoptotic signaling pathway in"
"lightcyan",82,0.0068,1,2,"MF","methylated histone binding"
