Category	Term	Count	Percent	PValue	Genes	List_Total	Pop Hits	Pop Total	Fold_Enrichment	Bonferroni	Benjamini	FDR
UP_KEYWORDS	ATP-binding	110	4.464285714	0.069889126	"FBGN0029996, FBGN0000046, FBGN0023169, FBGN0001179, FBGN0010389, FBGN0000044, FBGN0000042, FBGN0000346, FBGN0038603, FBGN0001565, FBGN0027094, FBGN0041164, FBGN0027091, FBGN0032194, FBGN0264848, FBGN0004419, FBGN0042083, FBGN0031896, FBGN0020930, FBGN0259680, FBGN0046685, FBGN0027085, FBGN0033160, FBGN0003366, FBGN0031730, FBGN0250906, FBGN0046689, FBGN0052495, FBGN0024179, FBGN0265262, FBGN0033246, FBGN0283494, FBGN0259678, FBGN0267384, FBGN0275436, FBGN0020385, FBGN0010421, FBGN0085453, FBGN0034073, FBGN0013762, FBGN0002774, FBGN0031955, FBGN0000052, FBGN0264695, FBGN0000053, FBGN0031428, FBGN0028833, FBGN0266599, FBGN0032811, FBGN0264492, FBGN0002905, FBGN0038205, FBGN0002906, FBGN0010220, FBGN0039015, FBGN0004380, FBGN0039016, FBGN0002989, FBGN0037573, FBGN0036104, FBGN0004107, FBGN0023536, FBGN0051729, FBGN0035244, FBGN0037011, FBGN0011774, FBGN0039877, FBGN0022029, FBGN0265045, FBGN0027375, FBGN0283473, FBGN0004513, FBGN0032006, FBGN0031449, FBGN0261988, FBGN0036702, FBGN0001220, FBGN0003996, FBGN0000723, FBGN0262716, FBGN0015380, FBGN0005322, FBGN0052451, FBGN0015245, FBGN0035853, FBGN0267339, FBGN0003261, FBGN0030305, FBGN0283469, FBGN0004512, FBGN0010246, FBGN0028684, FBGN0030403, FBGN0030246, FBGN0040298, FBGN0016126, FBGN0003515, FBGN0039157, FBGN0031069, FBGN0015277, FBGN0000150, FBGN0034728, FBGN0000536, FBGN0003071, FBGN0030882, FBGN0037470, FBGN0036892, FBGN0020236, FBGN0024245, FBGN0262733"	2385	558	13921	1.150642832	1	0.376418817	62.90704131
SMART	SM00406:IGv	7	0.284090909	0.070612438	"FBGN0010473, FBGN0041097, FBGN0037993, FBGN0265045, FBGN0052600, FBGN0260995, FBGN0038282"	945	17	5218	2.273638344	1	0.963244289	64.07085858
INTERPRO	IPR015720:TMP21-related	5	0.202922078	0.071405271	"FBGN0045866, FBGN0029709, FBGN0030341, FBGN0069242, FBGN0061492"	2074	9	10984	2.942247937	1	0.975111272	72.75763443
INTERPRO	"IPR001589:Actinin-type, actin-binding, conserved site"	5	0.202922078	0.071405271	"FBGN0028371, FBGN0000667, FBGN0014141, FBGN0250788, FBGN0024238"	2074	9	10984	2.942247937	1	0.975111272	72.75763443
INTERPRO	IPR006575:RWD domain	5	0.202922078	0.071405271	"FBGN0034196, FBGN0032703, FBGN0030246, FBGN0050338, FBGN0019990"	2074	9	10984	2.942247937	1	0.975111272	72.75763443
PIR_SUPERFAMILY	PIRSF000097:aldo-keto reductase	5	0.202922078	0.071418697	"FBGN0036183, FBGN0027552, FBGN0086254, FBGN0033101, FBGN0036290"	204	7	806	2.822128852	0.999996616	0.998160523	59.50433111
UP_KEYWORDS	EGF-like domain	13	0.527597403	0.071814457	"FBGN0004885, FBGN0031879, FBGN0031217, FBGN0001137, FBGN0052702, FBGN0262018, FBGN0051092, FBGN0005672, FBGN0003719, FBGN0051665, FBGN0052373, FBGN0011204, FBGN0031850"	2385	45	13921	1.686214768	1	0.379327193	63.94437701
UP_KEYWORDS	Golgi apparatus	26	1.055194805	0.071989961	"FBGN0013749, FBGN0031536, FBGN0037998, FBGN0040298, FBGN0260856, FBGN0025469, FBGN0038303, FBGN0042641, FBGN0024230, FBGN0038524, FBGN0028500, FBGN0008635, FBGN0036485, FBGN0025724, FBGN0028968, FBGN0025725, FBGN0015797, FBGN0003463, FBGN0004635, FBGN0066114, FBGN0267378, FBGN0033902, FBGN0041191, FBGN0005672, FBGN0032117, FBGN0086674"	2385	109	13921	1.392287423	1	0.374761978	64.03758586
GOTERM_BP_DIRECT	GO:0009744~response to sucrose	6	0.243506494	0.072630528	"FBGN0051472, FBGN0024150, FBGN0266064, FBGN0033246, FBGN0003071, FBGN0011582"	1861	14	10996	2.532279113	1	0.964062276	73.43685233
GOTERM_BP_DIRECT	GO:0016236~macroautophagy	6	0.243506494	0.072630528	"FBGN0052672, FBGN0044452, FBGN0030838, FBGN0260945, FBGN0260935, FBGN0031635"	1861	14	10996	2.532279113	1	0.964062276	73.43685233
GOTERM_BP_DIRECT	GO:0001654~eye development	6	0.243506494	0.072630528	"FBGN0034135, FBGN0000611, FBGN0041342, FBGN0264493, FBGN0004569, FBGN0000625"	1861	14	10996	2.532279113	1	0.964062276	73.43685233
GOTERM_BP_DIRECT	GO:0008543~fibroblast growth factor receptor signaling pathway	5	0.202922078	0.072918795	"FBGN0261445, FBGN0010389, FBGN0033652, FBGN0020299, FBGN0038755"	1861	10	10996	2.954325631	1	0.96237339	73.58164318
GOTERM_BP_DIRECT	GO:0006614~SRP-dependent cotranslational protein targeting to membrane	5	0.202922078	0.072918795	"FBGN0038810, FBGN0038808, FBGN0010391, FBGN0035947, FBGN0025700"	1861	10	10996	2.954325631	1	0.96237339	73.58164318
INTERPRO	"IPR010987:Glutathione S-transferase, C-terminal-like"	15	0.608766234	0.07517198	"FBGN0033381, FBGN0035904, FBGN0035906, FBGN0001149, FBGN0010044, FBGN0063494, FBGN0063493, FBGN0033817, FBGN0010043, FBGN0063497, FBGN0035587, FBGN0063495, FBGN0010226, FBGN0010039, FBGN0030484"	2074	50	10984	1.588813886	1	0.977994611	74.63358037
UP_KEYWORDS	Developmental protein	116	4.707792208	0.075388209	"FBGN0045852, FBGN0013746, FBGN0010389, FBGN0000611, FBGN0002715, FBGN0000139, FBGN0041164, FBGN0029092, FBGN0027095, FBGN0004569, FBGN0001168, FBGN0000625, FBGN0011722, FBGN0004360, FBGN0015925, FBGN0000568, FBGN0267978, FBGN0005695, FBGN0002031, FBGN0013751, FBGN0263118, FBGN0264442, FBGN0000061, FBGN0250850, FBGN0034962, FBGN0011296, FBGN0001301, FBGN0000117, FBGN0004581, FBGN0011758, FBGN0003975, FBGN0029161, FBGN0002573, FBGN0067864, FBGN0013763, FBGN0001259, FBGN0000320, FBGN0001319, FBGN0045866, FBGN0011286, FBGN0041582, FBGN0264493, FBGN0000459, FBGN0038965, FBGN0037810, FBGN0263260, FBGN0004055, FBGN0003444, FBGN0037573, FBGN0086251, FBGN0085443, FBGN0011603, FBGN0035317, FBGN0028979, FBGN0001137, FBGN0036257, FBGN0003719, FBGN0004003, FBGN0003339, FBGN0000108, FBGN0000659, FBGN0003129, FBGN0260049, FBGN0026415, FBGN0031450, FBGN0003882, FBGN0003130, FBGN0001320, FBGN0010434, FBGN0000384, FBGN0001990, FBGN0003137, FBGN0003463, FBGN0261988, FBGN0003997, FBGN0003460, FBGN0000723, FBGN0015380, FBGN0004854, FBGN0033782, FBGN0004858, FBGN0003892, FBGN0028980, FBGN0002733, FBGN0003867, FBGN0024754, FBGN0003866, FBGN0000490, FBGN0003495, FBGN0069242, FBGN0003002, FBGN0016070, FBGN0000636, FBGN0024234, FBGN0010114, FBGN0259209, FBGN0013263, FBGN0038524, FBGN0022238, FBGN0002609, FBGN0010453, FBGN0000411, FBGN0036285, FBGN0004395, FBGN0003507, FBGN0020545, FBGN0004635, FBGN0005775, FBGN0011705, FBGN0024245, FBGN0001202, FBGN0014863, FBGN0005672, FBGN0262733, FBGN0000543, FBGN0015904"	2385	593	13921	1.141787662	1	0.383710833	65.7989154
INTERPRO	IPR020846:Major facilitator superfamily domain	42	1.704545455	0.075472131	"FBGN0036191, FBGN0040350, FBGN0039817, FBGN0063649, FBGN0035173, FBGN0038753, FBGN0028562, FBGN0038752, FBGN0033809, FBGN0270928, FBGN0051103, FBGN0037730, FBGN0033196, FBGN0036316, FBGN0032879, FBGN0023524, FBGN0031002, FBGN0028491, FBGN0032123, FBGN0036662, FBGN0001296, FBGN0032449, FBGN0037140, FBGN0033048, FBGN0034045, FBGN0010651, FBGN0039886, FBGN0264574, FBGN0051663, FBGN0038260, FBGN0038938, FBGN0031636, FBGN0086365, FBGN0034479, FBGN0035710, FBGN0260388, FBGN0038053, FBGN0051272, FBGN0037386, FBGN0260964, FBGN0034716, FBGN0038099"	2074	175	10984	1.271051109	1	0.976615314	74.77770198
UP_KEYWORDS	Lyase	30	1.217532468	0.075648919	"FBGN0037684, FBGN0024150, FBGN0038295, FBGN0053260, FBGN0032907, FBGN0034191, FBGN0003141, FBGN0038956, FBGN0027843, FBGN0028336, FBGN0038467, FBGN0013307, FBGN0013973, FBGN0013308, FBGN0033735, FBGN0029962, FBGN0001149, FBGN0031174, FBGN0004516, FBGN0032076, FBGN0039094, FBGN0019932, FBGN0031661, FBGN0020236, FBGN0263241, FBGN0036975, FBGN0260388, FBGN0023416, FBGN0024958, FBGN0024957"	2385	130	13921	1.346976294	1	0.37960877	65.93068412
INTERPRO	IPR020683:Ankyrin repeat-containing domain	23	0.933441558	0.076110047	"FBGN0029689, FBGN0036302, FBGN0032934, FBGN0064116, FBGN0028509, FBGN0039249, FBGN0028427, FBGN0032593, FBGN0034418, FBGN0035270, FBGN0027596, FBGN0086898, FBGN0033785, FBGN0004581, FBGN0260487, FBGN0041096, FBGN0060296, FBGN0261673, FBGN0260005, FBGN0020299, FBGN0050271, FBGN0261625, FBGN0261788"	2074	86	10984	1.416384472	1	0.975630426	75.08144615
GOTERM_BP_DIRECT	GO:0035179~larval turning behavior	3	0.121753247	0.076132485	"FBGN0060296, FBGN0020258, FBGN0035785"	1861	3	10996	5.908651263	1	0.965620431	75.1462097
GOTERM_BP_DIRECT	GO:1990001~inhibition of cysteine-type endopeptidase activity involved in apoptotic process	3	0.121753247	0.076132485	"FBGN0015247, FBGN0264291, FBGN0260635"	1861	3	10996	5.908651263	1	0.965620431	75.1462097
GOTERM_BP_DIRECT	GO:0007212~dopamine receptor signaling pathway	3	0.121753247	0.076132485	"FBGN0266137, FBGN0053517, FBGN0011582"	1861	3	10996	5.908651263	1	0.965620431	75.1462097
GOTERM_BP_DIRECT	GO:0009298~GDP-mannose biosynthetic process	3	0.121753247	0.076132485	"FBGN0037279, FBGN0036300, FBGN0037744"	1861	3	10996	5.908651263	1	0.965620431	75.1462097
GOTERM_BP_DIRECT	GO:0045470~R8 cell-mediated photoreceptor organization	3	0.121753247	0.076132485	"FBGN0005672, FBGN0283469, FBGN0000206"	1861	3	10996	5.908651263	1	0.965620431	75.1462097
GOTERM_BP_DIRECT	GO:0006567~threonine catabolic process	3	0.121753247	0.076132485	"FBGN0037684, FBGN0036208, FBGN0039094"	1861	3	10996	5.908651263	1	0.965620431	75.1462097
GOTERM_BP_DIRECT	GO:0061330~Malpighian tubule stellate cell differentiation	3	0.121753247	0.076132485	"FBGN0003866, FBGN0028979, FBGN0029082"	1861	3	10996	5.908651263	1	0.965620431	75.1462097
GOTERM_BP_DIRECT	GO:0001881~receptor recycling	3	0.121753247	0.076132485	"FBGN0263456, FBGN0032249, FBGN0034265"	1861	3	10996	5.908651263	1	0.965620431	75.1462097
GOTERM_BP_DIRECT	GO:0006613~cotranslational protein targeting to membrane	3	0.121753247	0.076132485	"FBGN0011016, FBGN0040340, FBGN0028327"	1861	3	10996	5.908651263	1	0.965620431	75.1462097
GOTERM_MF_DIRECT	GO:0022891~substrate-specific transmembrane transporter activity	8	0.324675325	0.076834426	"FBGN0034479, FBGN0086365, FBGN0034045, FBGN0028562, FBGN0036316, FBGN0032879, FBGN0264574, FBGN0037386"	1717	21	9284	2.059849682	1	0.97225803	72.23842921
GOTERM_MF_DIRECT	GO:0008201~heparin binding	7	0.284090909	0.077208896	"FBGN0000108, FBGN0030964, FBGN0000490, FBGN0027111, FBGN0031872, FBGN0031850, FBGN0037756"	1717	17	9284	2.226455171	1	0.968708986	72.4183919
KEGG_PATHWAY	dme00053:Ascorbate and aldarate metabolism	11	0.446428571	0.077355527	"FBGN0026754, FBGN0051075, FBGN0012036, FBGN0261445, FBGN0026314, FBGN0032684, FBGN0034605, FBGN0032713, FBGN0040251, FBGN0036262, FBGN0026756"	573	30	2737	1.751425247	0.99994997	0.327071113	60.47929881
INTERPRO	IPR014756:Immunoglobulin E-set	19	0.771103896	0.077442323	"FBGN0001319, FBGN0031975, FBGN0039801, FBGN0028371, FBGN0014141, FBGN0030966, FBGN0037465, FBGN0052683, FBGN0032706, FBGN0053138, FBGN0002562, FBGN0035103, FBGN0261363, FBGN0002565, FBGN0037856, FBGN0035771, FBGN0031381, FBGN0030600, FBGN0000639"	2074	68	10984	1.479777639	1	0.97550773	75.70472063
UP_KEYWORDS	Pentose shunt	3	0.121753247	0.077916986	"FBGN0023477, FBGN0086355, FBGN0004654"	2385	3	13921	5.836897275	1	0.383668494	67.05732567
UP_KEYWORDS	Polyamine biosynthesis	3	0.121753247	0.077916986	"FBGN0019932, FBGN0013307, FBGN0013308"	2385	3	13921	5.836897275	1	0.383668494	67.05732567
KEGG_PATHWAY	dme00480:Glutathione metabolism	19	0.771103896	0.079212757	"FBGN0033381, FBGN0030882, FBGN0001149, FBGN0037723, FBGN0010044, FBGN0063494, FBGN0063493, FBGN0033817, FBGN0010043, FBGN0063497, FBGN0034733, FBGN0063495, FBGN0010226, FBGN0010039, FBGN0004654, FBGN0052495, FBGN0030484, FBGN0013307, FBGN0013308"	573	62	2737	1.46380116	0.999960953	0.323222534	61.38693282
UP_SEQ_FEATURE	binding site:NAD	6	0.243506494	0.079592419	"FBGN0261445, FBGN0000055, FBGN0034390, FBGN0001092, FBGN0023537, FBGN0001258"	587	13	3113	2.447647753	1	0.999414102	74.33380878
GOTERM_BP_DIRECT	GO:0045467~R7 cell development	8	0.324675325	0.079751256	"FBGN0010473, FBGN0001202, FBGN0003366, FBGN0262018, FBGN0015797, FBGN0028500, FBGN0028482, FBGN0000206"	1861	23	10996	2.055183048	1	0.969079747	76.80326396
UP_KEYWORDS	Kinase	57	2.313311688	0.080156236	"FBGN0023169, FBGN0010389, FBGN0038603, FBGN0035039, FBGN0037613, FBGN0029891, FBGN0263199, FBGN0265045, FBGN0022029, FBGN0037315, FBGN0283473, FBGN0020930, FBGN0259680, FBGN0028427, FBGN0032006, FBGN0046685, FBGN0261988, FBGN0025702, FBGN0015380, FBGN0000723, FBGN0030300, FBGN0267339, FBGN0003366, FBGN0250906, FBGN0004654, FBGN0031730, FBGN0046689, FBGN0028484, FBGN0029944, FBGN0086657, FBGN0024179, FBGN0040298, FBGN0016126, FBGN0259678, FBGN0283494, FBGN0037339, FBGN0027932, FBGN0015277, FBGN0040505, FBGN0034073, FBGN0000150, FBGN0032447, FBGN0013762, FBGN0000536, FBGN0003071, FBGN0263855, FBGN0031428, FBGN0028833, FBGN0032811, FBGN0267350, FBGN0264492, FBGN0019990, FBGN0024245, FBGN0039015, FBGN0004107, FBGN0262733, FBGN0261524"	2385	273	13921	1.218692838	1	0.38747681	68.13568649
INTERPRO	IPR002068:Alpha crystallin/Hsp20 domain	6	0.243506494	0.080641007	"FBGN0001224, FBGN0032181, FBGN0001227, FBGN0035982, FBGN0011296, FBGN0031037"	2074	13	10984	2.444329056	1	0.977544688	77.14166637
GOTERM_BP_DIRECT	GO:0007274~neuromuscular synaptic transmission	17	0.689935065	0.08096819	"FBGN0025790, FBGN0024179, FBGN0250791, FBGN0000346, FBGN0034259, FBGN0011288, FBGN0261041, FBGN0039260, FBGN0029891, FBGN0024234, FBGN0031702, FBGN0263456, FBGN0004118, FBGN0038747, FBGN0250788, FBGN0000039, FBGN0004620"	1861	66	10996	1.521925325	1	0.968939984	77.33668645
GOTERM_MF_DIRECT	GO:0042162~telomeric DNA binding	4	0.162337662	0.081073377	"FBGN0026257, FBGN0028515, FBGN0011774, FBGN0039260"	1717	6	9284	3.604736944	1	0.970113529	74.21278168
GOTERM_MF_DIRECT	GO:0005246~calcium channel regulator activity	4	0.162337662	0.081073377	"FBGN0028863, FBGN0261041, FBGN0045073, FBGN0261999"	1717	6	9284	3.604736944	1	0.970113529	74.21278168
GOTERM_MF_DIRECT	GO:0008177~succinate dehydrogenase (ubiquinone) activity	4	0.162337662	0.081073377	"FBGN0014028, FBGN0261439, FBGN0039112, FBGN0037873"	1717	6	9284	3.604736944	1	0.970113529	74.21278168
INTERPRO	"IPR000884:Thrombospondin, type 1 repeat"	7	0.284090909	0.083998184	"FBGN0032252, FBGN0020269, FBGN0003137, FBGN0051619, FBGN0259241, FBGN0050203, FBGN0033710"	2074	17	10984	2.180724942	1	0.979514662	78.56339324
INTERPRO	"IPR001017:Dehydrogenase, E1 component"	4	0.162337662	0.085467526	"FBGN0039827, FBGN0010352, FBGN0037709, FBGN0028325"	2074	6	10984	3.530697525	1	0.979497374	79.15903409
INTERPRO	IPR009081:Acyl carrier protein-like	4	0.162337662	0.085467526	"FBGN0011361, FBGN0032945, FBGN0000527, FBGN0042627"	2074	6	10984	3.530697525	1	0.979497374	79.15903409
SMART	SM00632:Aamy_C	3	0.121753247	0.086291071	"FBGN0020506, FBGN0000079, FBGN0000078"	945	3	5218	5.521693122	1	0.974366997	71.67554665
SMART	SM00164:TBC	8	0.324675325	0.08680573	"FBGN0035916, FBGN0031304, FBGN0032249, FBGN0038129, FBGN0037917, FBGN0037074, FBGN0052506, FBGN0261261"	945	22	5218	2.007888408	1	0.964971403	71.89774489
GOTERM_MF_DIRECT	GO:0020037~heme binding	32	1.298701299	0.086834437	"FBGN0034387, FBGN0038236, FBGN0015714, FBGN0050489, FBGN0035600, FBGN0053503, FBGN0039112, FBGN0038295, FBGN0031432, FBGN0032652, FBGN0031126, FBGN0033980, FBGN0031726, FBGN0013973, FBGN0015035, FBGN0015033, FBGN0031689, FBGN0030099, FBGN0041337, FBGN0011828, FBGN0030966, FBGN0030367, FBGN0034442, FBGN0000568, FBGN0038076, FBGN0033065, FBGN0030304, FBGN0030615, FBGN0003388, FBGN0027657, FBGN0013773, FBGN0014469"	1717	132	9284	1.310813434	1	0.973662651	76.68569036
GOTERM_CC_DIRECT	"GO:0016023~cytoplasmic, membrane-bounded vesicle"	6	0.243506494	0.087820749	"FBGN0267378, FBGN0040475, FBGN0250791, FBGN0015797, FBGN0028500, FBGN0030600"	1790	14	10026	2.400478851	1	0.761630352	73.81650887
GOTERM_MF_DIRECT	GO:0015238~drug transmembrane transporter activity	3	0.121753247	0.089831045	"FBGN0004512, FBGN0270928, FBGN0260964"	1717	3	9284	5.407105416	1	0.973706127	77.88229211
GOTERM_MF_DIRECT	GO:0042030~ATPase inhibitor activity	3	0.121753247	0.089831045	"FBGN0085452, FBGN0085453, FBGN0040660"	1717	3	9284	5.407105416	1	0.973706127	77.88229211
GOTERM_MF_DIRECT	GO:0051378~serotonin binding	3	0.121753247	0.089831045	"FBGN0087012, FBGN0263116, FBGN0004168"	1717	3	9284	5.407105416	1	0.973706127	77.88229211
GOTERM_MF_DIRECT	GO:0008374~O-acyltransferase activity	3	0.121753247	0.089831045	"FBGN0051683, FBGN0042175, FBGN0037612"	1717	3	9284	5.407105416	1	0.973706127	77.88229211
GOTERM_MF_DIRECT	GO:0004556~alpha-amylase activity	3	0.121753247	0.089831045	"FBGN0020506, FBGN0000079, FBGN0000078"	1717	3	9284	5.407105416	1	0.973706127	77.88229211
GOTERM_BP_DIRECT	GO:0007623~circadian rhythm	16	0.649350649	0.090368198	"FBGN0032840, FBGN0039297, FBGN0038395, FBGN0264492, FBGN0000459, FBGN0003460, FBGN0027109, FBGN0039485, FBGN0000092, FBGN0061469, FBGN0011640, FBGN0000527, FBGN0265784, FBGN0283468, FBGN0039483, FBGN0044048"	1861	62	10996	1.524813229	1	0.978282965	81.0841018
KEGG_PATHWAY	dme00630:Glyoxylate and dicarboxylate metabolism	10	0.405844156	0.091465823	"FBGN0011770, FBGN0029823, FBGN0061356, FBGN0037801, FBGN0027945, FBGN0024958, FBGN0024957, FBGN0262782, FBGN0262559, FBGN0036762"	573	27	2737	1.769116411	0.999992484	0.354016631	66.91365095
SMART	SM00642:Aamy	6	0.243506494	0.092029848	"FBGN0053138, FBGN0020506, FBGN0000079, FBGN0000078, FBGN0032382, FBGN0033294"	945	14	5218	2.366439909	1	0.961856414	74.06341349
INTERPRO	IPR023214:HAD-like domain	16	0.649350649	0.092782586	"FBGN0019982, FBGN0036300, FBGN0051729, FBGN0031908, FBGN0052549, FBGN0034988, FBGN0027526, FBGN0027560, FBGN0033426, FBGN0035204, FBGN0052451, FBGN0024995, FBGN0029801, FBGN0032032, FBGN0030343, FBGN0030347"	2074	56	10984	1.513156082	1	0.984407471	81.89925884
UP_SEQ_FEATURE	site:Involved in polymerization	3	0.121753247	0.092873316	"FBGN0003886, FBGN0003884, FBGN0003885"	587	3	3113	5.303236797	1	0.999725327	79.77652676
UP_SEQ_FEATURE	domain:PRELI/MSF1	3	0.121753247	0.092873316	"FBGN0029161, FBGN0033413, FBGN0031814"	587	3	3113	5.303236797	1	0.999725327	79.77652676
INTERPRO	"IPR008380:HAD-superfamily hydrolase, subfamily IG, 5'-nucleotidase"	3	0.121753247	0.093385384	"FBGN0033426, FBGN0035204, FBGN0052549"	2074	3	10984	5.296046287	1	0.983688231	82.10921466
INTERPRO	IPR010909:PLAC	3	0.121753247	0.093385384	"FBGN0032252, FBGN0003137, FBGN0051619"	2074	3	10984	5.296046287	1	0.983688231	82.10921466
INTERPRO	IPR006797:PRELI/MSF1	3	0.121753247	0.093385384	"FBGN0029161, FBGN0033413, FBGN0031814"	2074	3	10984	5.296046287	1	0.983688231	82.10921466
INTERPRO	"IPR013680:Voltage-dependent calcium channel, alpha-2/delta subunit, conserved region"	3	0.121753247	0.093385384	"FBGN0028863, FBGN0261041, FBGN0261999"	2074	3	10984	5.296046287	1	0.983688231	82.10921466
INTERPRO	IPR006046:Alpha amylase	3	0.121753247	0.093385384	"FBGN0020506, FBGN0000079, FBGN0000078"	2074	3	10984	5.296046287	1	0.983688231	82.10921466
INTERPRO	"IPR016066:Alpha-D-phosphohexomutase, conserved site"	3	0.121753247	0.093385384	"FBGN0033377, FBGN0003076, FBGN0036298"	2074	3	10984	5.296046287	1	0.983688231	82.10921466
INTERPRO	"IPR005843:Alpha-D-phosphohexomutase, C-terminal"	3	0.121753247	0.093385384	"FBGN0033377, FBGN0003076, FBGN0036298"	2074	3	10984	5.296046287	1	0.983688231	82.10921466
INTERPRO	IPR013608:VWA N-terminal	3	0.121753247	0.093385384	"FBGN0028863, FBGN0261041, FBGN0261999"	2074	3	10984	5.296046287	1	0.983688231	82.10921466
GOTERM_BP_DIRECT	GO:0033539~fatty acid beta-oxidation using acyl-CoA dehydrogenase	6	0.243506494	0.094343082	"FBGN0086712, FBGN0034629, FBGN0036824, FBGN0032775, FBGN0038742, FBGN0031824"	1861	15	10996	2.363460505	1	0.980572115	82.48582586
GOTERM_BP_DIRECT	GO:0009047~dosage compensation by hyperactivation of X chromosome	6	0.243506494	0.094343082	"FBGN0002774, FBGN0003598, FBGN0025682, FBGN0005617, FBGN0005616, FBGN0032515"	1861	15	10996	2.363460505	1	0.980572115	82.48582586
GOTERM_MF_DIRECT	GO:0015277~kainate selective glutamate receptor activity	5	0.202922078	0.095590692	"FBGN0026255, FBGN0038837, FBGN0004619, FBGN0038840, FBGN0004620"	1717	10	9284	2.703552708	1	0.976584342	80.02225597
GOTERM_MF_DIRECT	GO:0031625~ubiquitin protein ligase binding	17	0.689935065	0.095748107	"FBGN0029996, FBGN0038515, FBGN0030228, FBGN0035270, FBGN0036332, FBGN0264493, FBGN0003997, FBGN0267384, FBGN0034706, FBGN0034454, FBGN0015247, FBGN0032850, FBGN0264848, FBGN0005617, FBGN0260635, FBGN0262580, FBGN0039348"	1717	62	9284	1.482593421	1	0.973735493	80.07792111
GOTERM_BP_DIRECT	GO:0008582~regulation of synaptic growth at neuromuscular junction	11	0.446428571	0.09590286	"FBGN0034135, FBGN0025790, FBGN0263456, FBGN0024179, FBGN0050021, FBGN0262518, FBGN0267350, FBGN0020493, FBGN0030600, FBGN0013762, FBGN0037130"	1861	38	10996	1.71039905	1	0.980647412	83.00862672
KEGG_PATHWAY	dme00531:Glycosaminoglycan degradation	7	0.284090909	0.096734138	"FBGN0035445, FBGN0014417, FBGN0041629, FBGN0260746, FBGN0034417, FBGN0270927, FBGN0041630"	573	16	2737	2.089768761	0.999996324	0.360406225	69.05957555
GOTERM_BP_DIRECT	GO:0016079~synaptic vesicle exocytosis	8	0.324675325	0.096868533	"FBGN0053653, FBGN0266758, FBGN0086784, FBGN0039774, FBGN0004575, FBGN0039900, FBGN0031450, FBGN0030230"	1861	24	10996	1.969550421	1	0.980227512	83.32488349
UP_KEYWORDS	Stress response	10	0.405844156	0.098220907	"FBGN0001224, FBGN0027109, FBGN0001227, FBGN0266446, FBGN0266448, FBGN0266599, FBGN0011296, FBGN0266451, FBGN0001220, FBGN0267972"	2385	33	13921	1.76875675	1	0.449311695	75.71186401
GOTERM_BP_DIRECT	GO:0006811~ion transport	12	0.487012987	0.098303865	"FBGN0026255, FBGN0038837, FBGN0010240, FBGN0037239, FBGN0004118, FBGN0038840, FBGN0033558, FBGN0027106, FBGN0004363, FBGN0036727, FBGN0034716, FBGN0031634"	1861	43	10996	1.648925934	1	0.980207484	83.78471113
UP_KEYWORDS	Aminotransferase	6	0.243506494	0.098467494	"FBGN0014427, FBGN0001125, FBGN0039580, FBGN0030478, FBGN0001124, FBGN0036381"	2385	15	13921	2.33475891	1	0.444849834	75.80261735
GOTERM_BP_DIRECT	GO:0006098~pentose-phosphate shunt	4	0.162337662	0.09923889	"FBGN0023477, FBGN0086355, FBGN0004654, FBGN0030239"	1861	7	10996	3.37637215	1	0.979774856	84.07779744
GOTERM_BP_DIRECT	GO:0003012~muscle system process	4	0.162337662	0.09923889	"FBGN0002773, FBGN0030357, FBGN0033926, FBGN0037447"	1861	7	10996	3.37637215	1	0.979774856	84.07779744
GOTERM_BP_DIRECT	GO:0006936~muscle contraction	4	0.162337662	0.09923889	"FBGN0283471, FBGN0002772, FBGN0264695, FBGN0011286"	1861	7	10996	3.37637215	1	0.979774856	84.07779744
GOTERM_BP_DIRECT	GO:0048526~imaginal disc-derived wing expansion	4	0.162337662	0.09923889	"FBGN0250791, FBGN0028984, FBGN0000117, FBGN0025879"	1861	7	10996	3.37637215	1	0.979774856	84.07779744
GOTERM_BP_DIRECT	GO:0019752~carboxylic acid metabolic process	4	0.162337662	0.09923889	"FBGN0031174, FBGN0036975, FBGN0004516, FBGN0001258"	1861	7	10996	3.37637215	1	0.979774856	84.07779744
